book_name,author,genre,publication_year,rating,total ratings,reviews,cover,page_link,page,binding,year,cluster
On Writing: A Memoir of the Craft,Stephen King,Nonfiction,"First published January 1, 2000",4.33,266843,21508,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1436735207i/10569.jpg,https://www.goodreads.com/book/show/10569.On_Writing,320, Mass Market Paperback,2000,less visited
"I Feel Bad About My Neck, And Other Thoughts on Being a Woman",Nora Ephron,Humor,"First published January 1, 2006",3.73,64547,7092,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1659720703i/8765.jpg,https://www.goodreads.com/book/show/8765.I_Feel_Bad_About_My_Neck_And_Other_Thoughts_on_Being_a_Woman,139, Hardcover,2006,less visited
The Tooth Fairy,Graham Joyce,Horror,"First published January 1, 1996",3.81,2963,316,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1503889618i/2293673.jpg,https://www.goodreads.com/book/show/2293673.The_Tooth_Fairy,320, Hardcover,1996,less visited
Picnic at Hanging Rock,Joan Lindsay,Classics,"First published January 1, 1967",3.68,21075,2405,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1356457483i/791345.jpg,https://www.goodreads.com/book/show/791345.Picnic_at_Hanging_Rock,189, Paperback,1967,less visited
Harpist in the Wind,Patricia A. McKillip,Fantasy,"First published January 1, 1979",4.19,7381,237,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1406417984i/92762.jpg,https://www.goodreads.com/book/show/92762.Harpist_in_the_Wind,263, Paperback,1979,less visited
Mating Instinct,Katie Reus,Paranormal,"First published March 5, 2013",4.1,1503,132,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1344737248i/15710530.jpg,https://www.goodreads.com/book/show/15710530-mating-instinct,348, Mass Market Paperback,2013,less visited
Jantera Bianglala,Ahmad Tohari,Novels,"First published January 1, 1986",4.14,697,45,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1464425687i/1915481.jpg,https://www.goodreads.com/book/show/1915481.Jantera_Bianglala,231, Paperback,1986,less visited
Startup Communities: Building an Entrepreneurial Ecosystem in Your City,Brad Feld,Business,"First published January 1, 2012",4.0,1703,90,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1344730203i/15822571.jpg,https://www.goodreads.com/book/show/15822571-startup-communities,188, Hardcover,2012,less visited
Documents on the Rape of Nanking,Timothy Brook,History,"First published December 3, 1999",4.64,105,4,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1391888466i/31683.jpg,https://www.goodreads.com/book/show/31683.Documents_on_the_Rape_of_Nanking,320, Paperback,1999,less visited
My Father's Glory & My Mother's Castle: Marcel Pagnol's Memories of Childhood,Marcel Pagnol,France,"First published January 1, 1957",4.27,918,100,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1312064101i/602982.jpg,https://www.goodreads.com/book/show/602982.My_Father_s_Glory_My_Mother_s_Castle,342, Paperback,1957,less visited
Rhinoceros / The Chairs / The Lesson,Eugène Ionesco,Plays,"First published January 1, 1962",4.02,5706,94,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1429134486i/12096.jpg,https://www.goodreads.com/book/show/12096.Rhinoceros_The_Chairs_The_Lesson,224, Paperback,1962,less visited
The Iceman Cometh,Eugene O'Neill,Plays,"First published January 1, 1946",3.9,9672,300,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327871756i/111734.jpg,https://www.goodreads.com/book/show/111734.The_Iceman_Cometh,236, Paperback,1946,less visited
The Midwife's Apprentice,Karen Cushman,Historical Fiction,"First published January 1, 1995",3.73,41525,2006,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1305983479i/15595.jpg,https://www.goodreads.com/book/show/15595.The_Midwife_s_Apprentice,128, Paperback,1995,less visited
Persepolis: The Story of a Childhood,Marjane Satrapi,Graphic Novels,"First published April 29, 2003",4.26,192733,10922,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1425871473i/9516.jpg,https://www.goodreads.com/book/show/9516.Persepolis,153, Paperback,2003,less visited
Catching Genius,Kristy Kiernan,Fiction,"First published March 6, 2007",3.7,950,163,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1441844383i/390465.jpg,https://www.goodreads.com/book/show/390465.Catching_Genius,376, Paperback,2007,less visited
The Waves,Virginia Woolf,Classics,"First published October 1, 1931",4.15,37386,3711,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1645526068i/46114.jpg,https://www.goodreads.com/book/show/46114.The_Waves,297, Paperback,1931,less visited
A Countess Below Stairs,Eva Ibbotson,Historical Fiction,"First published May 10, 1981",3.9,20312,2033,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1311649247i/714569.jpg,https://www.goodreads.com/book/show/714569.A_Countess_Below_Stairs,383, Paperback,1981,less visited
Canary,Rachele Alpine,Young Adult,"First published August 1, 2013",3.67,666,143,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347019995i/12579262.jpg,https://www.goodreads.com/book/show/12579262-canary,400, Paperback,2013,less visited
The Presentation Secrets of Steve Jobs,Carmine Gallo,Business,"First published January 1, 2009",4.07,6836,352,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1546076819i/6908348.jpg,https://www.goodreads.com/book/show/6908348-the-presentation-secrets-of-steve-jobs,272, Hardcover,2009,less visited
Topper,Thorne Smith,Fiction,"First published January 1, 1926",3.7,1031,136,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320474148i/423303.jpg,https://www.goodreads.com/book/show/423303.Topper,220, Paperback,1926,less visited
Tiger Lily,Jodi Lynn Anderson,Fantasy,"First published July 3, 2012",3.96,26885,5247,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1329681513i/7514925.jpg,https://www.goodreads.com/book/show/7514925-tiger-lily,292, ebook,2012,less visited
Pnin,Vladimir Nabokov,Fiction,"First published January 1, 1957",3.89,22468,1880,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1657567547i/30593.jpg,https://www.goodreads.com/book/show/30593.Pnin,184, Hardcover,1957,less visited
Tereza Batista: Home from the Wars,Jorge Amado,Fiction,"First published January 1, 1972",4.14,1776,121,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1558958901i/420046.jpg,https://www.goodreads.com/book/show/420046.Tereza_Batista,576, Paperback,1972,less visited
Rooms,Lauren Oliver,Fiction,"First published September 23, 2014",3.3,14704,2169,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1429900056i/13579626.jpg,https://www.goodreads.com/book/show/13579626-rooms,305, Hardcover,2014,less visited
Beautiful Affliction,Lene Fogelberg,Nonfiction,"First published September 15, 2015",3.85,1680,144,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1439243484i/26077060.jpg,https://www.goodreads.com/book/show/26077060-beautiful-affliction,352, Paperback,2015,less visited
A Woman of No Importance,Oscar Wilde,Classics,"First published January 1, 1893",3.86,14175,821,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1374681086i/122648.jpg,https://www.goodreads.com/book/show/122648.A_Woman_of_No_Importance,96, Paperback,1893,less visited
Kitchen,Banana Yoshimoto,Fiction,"First published January 30, 1988",3.89,77566,7784,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327904393i/50144.jpg,https://www.goodreads.com/book/show/50144.Kitchen,160, Paperback,1988,less visited
Caprice and Rondo,Dorothy Dunnett,Historical Fiction,"First published January 1, 1997",4.49,1815,80,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1542323088i/580213.jpg,https://www.goodreads.com/book/show/580213.Caprice_and_Rondo,576, Paperback,1997,less visited
Undone,Karin Slaughter,Thriller,"First published July 15, 2009",4.22,52989,2616,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388843741i/5764902.jpg,https://www.goodreads.com/book/show/5764902-undone,436, Hardcover,2009,less visited
Voices from Chernobyl: The Oral History of a Nuclear Disaster,Svetlana Alexievich,Nonfiction,"First published January 1, 1997",4.41,52291,6643,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1316637138i/357486.jpg,https://www.goodreads.com/book/show/357486.Voices_from_Chernobyl,236, Paperback,1997,less visited
Deceived,Irene Hannon,Christian Fiction,"First published September 30, 2014",4.31,3295,345,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1400984073i/22314071.jpg,https://www.goodreads.com/book/show/22314071-deceived,418, Kindle Edition,2014,less visited
Captains and the Kings,Taylor Caldwell,Historical Fiction,"First published January 1, 1972",4.14,18976,407,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1586112484i/369110.jpg,https://www.goodreads.com/book/show/369110.Captains_and_the_Kings,816, Mass Market Paperback,1972,less visited
The Razor's Edge,W. Somerset Maugham,Fiction,"First published January 1, 1944",4.19,44516,3783,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386925123i/31196.jpg,https://www.goodreads.com/book/show/31196.The_Razor_s_Edge,314, Paperback,1944,less visited
Ethnic America: A History,Thomas Sowell,History,"First published January 1, 1975",4.34,881,113,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347405129i/699670.jpg,https://www.goodreads.com/book/show/699670.Ethnic_America,353, Paperback,1975,less visited
Stuff: Compulsive Hoarding and the Meaning of Things,Randy O. Frost,Nonfiction,"First published January 1, 2010",3.9,6430,1151,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1291052440i/7550814.jpg,https://www.goodreads.com/book/show/7550814-stuff,290, Hardcover,2010,less visited
Memoirs and Selected Letters,Ulysses S. Grant,History,"First published January 1, 1972",4.06,3290,109,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347371051i/10547.jpg,https://www.goodreads.com/book/show/10547.Memoirs_and_Selected_Letters,1199, Hardcover,1972,less visited
The Third World War: August 1985,John W. Hackett,Fiction,"First published May 1, 1978",3.81,2159,73,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1183080736i/1375759.jpg,https://www.goodreads.com/book/show/1375759.The_Third_World_War,368, Hardcover,1978,less visited
The Pine Barrens,John McPhee,Nonfiction,"First published January 1, 1967",4.18,3303,242,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1671459852i/821355.jpg,https://www.goodreads.com/book/show/821355.The_Pine_Barrens,157, Paperback,1967,less visited
Say You're Sorry,Melinda Leigh,Mystery,"First published May 16, 2017",4.06,91822,3424,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1483389348i/33149088.jpg,https://www.goodreads.com/book/show/33149088-say-you-re-sorry,381, Paperback,2017,less visited
Pure Temptation,Connie Mason,Romance,"First published July 1, 1996",3.75,328,24,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1395121052i/238506.jpg,https://www.goodreads.com/book/show/238506.Pure_Temptation,391, Paperback,1996,less visited
How the Grinch Stole Christmas!,Dr. Seuss,Childrens,"First published October 12, 1957",4.37,389801,4203,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327958149i/113946.jpg,https://www.goodreads.com/book/show/113946.How_the_Grinch_Stole_Christmas_,64, Hardcover,1957,less visited
Voyager,Diana Gabaldon,Historical Fiction,"First published December 1, 1993",4.39,290909,12312,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1483278195i/10987.jpg,https://www.goodreads.com/book/show/10987.Voyager,870, Paperback,1993,less visited
Ringworld,Larry Niven,Science Fiction,"First published October 1, 1970",3.95,116336,4133,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1408793358i/61179.jpg,https://www.goodreads.com/book/show/61179.Ringworld,288, Paperback,1970,less visited
The Prize,Irving Wallace,Fiction,"First published January 1, 1962",3.92,1514,85,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1363451807i/478146.jpg,https://www.goodreads.com/book/show/478146.The_Prize,704, Paperback,1962,less visited
Fifteen,Beverly Cleary,Young Adult,"First published January 1, 1956",3.94,4995,456,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1471853602i/1741449.jpg,https://www.goodreads.com/book/show/1741449.Fifteen,174, Paperback,1956,less visited
The Life Plan: Part One,Holden Voltaire,Politics,"First published May 17, 2014",4.0,14,6,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1400511230i/22204634.jpg,https://www.goodreads.com/book/show/22204634-the-life-plan,62, Kindle Edition,2014,less visited
Mourning Dove,Claire Fullerton,Historical Fiction,"First published June 29, 2018",3.95,310,91,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1530048651i/39801172.jpg,https://www.goodreads.com/book/show/39801172-mourning-dove,234, Paperback,2018,less visited
Nightmare Abbey,Thomas Love Peacock,Classics,"First published November 1, 1818",3.46,1819,215,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1387724701i/1275404.jpg,https://www.goodreads.com/book/show/1275404.Nightmare_Abbey,248, Paperback,1818,less visited
"When You Come Home: The True Love Story of a Soldier's Heroism, His Wife's Sacrifice and the Resilience of America's Greatest Generation",Nancy Cavin Pitts,Biography,"First published September 29, 2011",4.04,470,59,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348358796i/13053197.jpg,https://www.goodreads.com/book/show/13053197-when-you-come-home,244, Paperback,2011,less visited
A Dead Husband,Anna Celeste Burke,Mystery,"First published December 8, 2013",4.13,948,171,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1441516234i/19397480.jpg,https://www.goodreads.com/book/show/19397480-a-dead-husband,286, Kindle Edition,2013,less visited
The Regulators,Richard Bachman,Horror,"First published January 1, 1996",3.72,79913,1849,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1554402378i/10596.jpg,https://www.goodreads.com/book/show/10596.The_Regulators,512, Mass Market Paperback,1996,less visited
I Am Princess X,Cherie Priest,Young Adult,"First published May 26, 2015",4.07,13009,2403,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1415300641i/17408897.jpg,https://www.goodreads.com/book/show/17408897-i-am-princess-x,256, Kindle Edition,2015,less visited
The Blue Sword,Robin McKinley,Fantasy,"First published October 1, 1982",4.21,59585,3181,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1563198223i/407813.jpg,https://www.goodreads.com/book/show/407813.The_Blue_Sword,256, Mass Market Paperback,1982,less visited
A Fan's Notes,Frederick Exley,Fiction,"First published January 1, 1968",4.06,4272,479,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1403181682i/774032.jpg,https://www.goodreads.com/book/show/774032.A_Fan_s_Notes,385, Paperback,1968,less visited
Postcards from No Man's Land,Aidan Chambers,Young Adult,"First published January 1, 1999",3.67,2561,277,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328022654i/3239843.jpg,https://www.goodreads.com/book/show/3239843-postcards-from-no-man-s-land,312, Hardcover,1999,less visited
Koko,Peter Straub,Horror,"First published January 1, 1988",3.59,9457,405,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348038461i/19577.jpg,https://www.goodreads.com/book/show/19577.Koko,656, Paperback,1988,less visited
Selected Poems,Anne Sexton,Poetry,"First published January 1, 1988",4.19,2125,138,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1561667596i/481821.jpg,https://www.goodreads.com/book/show/481821.Selected_Poems,266, Paperback,1988,less visited
Don't Close Your Eyes,Lynessa James,Romance,"First published February 20, 2014",3.65,477,59,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1612290248i/56929440.jpg,https://www.goodreads.com/book/show/56929440-don-t-close-your-eyes,382, Paperback,2014,less visited
The Sight of Demons,Darin C. Brown,Fiction,"Published October 6, 2017",4.52,303,50,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1502307907i/35972538.jpg,https://www.goodreads.com/book/show/35972538-the-sight-of-demons,270, Paperback,2017,less visited
Deliver Me from Temptation,Tes Hilaire,Paranormal,"First published January 1, 2012",3.83,451,90,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1343667459i/14296568.jpg,https://www.goodreads.com/book/show/14296568-deliver-me-from-temptation,346, Paperback,2012,less visited
Best Friends Forever,Jennifer Weiner,Chick Lit,"First published July 14, 2009",3.51,62145,3902,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348156357i/6066819.jpg,https://www.goodreads.com/book/show/6066819-best-friends-forever,368, Hardcover,2009,less visited
Nightfall,Isaac Asimov,Science Fiction,"First published October 1, 1990",4.05,34571,982,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1368557860i/99245.jpg,https://www.goodreads.com/book/show/99245.Nightfall,339, Paperback,1990,less visited
Collected Poems,W.H. Auden,Poetry,"First published January 1, 1976",4.27,5977,93,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1394965562i/321538.jpg,https://www.goodreads.com/book/show/321538.Collected_Poems,960, Paperback,1976,less visited
Sorbonne Confidential,Laurel Zuckerman,France,"First published February 7, 2007",3.65,79,17,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1188595151i/1805970.jpg,https://www.goodreads.com/book/show/1805970.Sorbonne_Confidential,332, Paperback,2007,less visited
The Ragged Trousered Philanthropists,Robert Tressell,Fiction,"First published April 23, 1914",4.02,9049,674,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1179470317i/921359.jpg,https://www.goodreads.com/book/show/921359.The_Ragged_Trousered_Philanthropists,608, Paperback,1914,less visited
سینوهه,Mika Waltari,Historical Fiction,"First published January 1, 1945",4.18,23095,1296,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388361248i/364826.jpg,https://www.goodreads.com/book/show/364826._,904, Hardcover,1945,less visited
Tales of Moonlight and Rain,Ueda Akinari,Japan,"First published January 1, 1776",3.85,2165,184,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1636644411i/237118.jpg,https://www.goodreads.com/book/show/237118.Tales_of_Moonlight_and_Rain,248, Hardcover,1776,less visited
Terrier,Tamora Pierce,Fantasy,"First published October 24, 2006",4.15,67093,2086,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1398029898i/13829.jpg,https://www.goodreads.com/book/show/13829.Terrier,581, Hardcover,2006,less visited
"Intended for Evil: A Survivor's Story of Love, Faith, and Courage in the Cambodian Killing Fields",Les Sillars,History,"First published November 1, 2016",4.4,99,25,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1470639721i/28561809.jpg,https://www.goodreads.com/book/show/28561809-intended-for-evil,309, Paperback,2016,less visited
Unravelled: Two Wars. Two Affairs. One Marriage.,M.K. Tod,Historical Fiction,"First published January 1, 2013",4.0,356,45,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1374434759i/18219761.jpg,https://www.goodreads.com/book/show/18219761-unravelled,440, Paperback,2013,less visited
The Story About Ping,Marjorie Flack,Picture Books,"First published January 1, 1933",4.15,42415,540,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388193120i/189182.jpg,https://www.goodreads.com/book/show/189182.The_Story_About_Ping,32, Paperback,1933,less visited
Silences,Tillie Olsen,Feminism,"First published January 1, 1978",4.23,474,73,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1266578228i/2142266.jpg,https://www.goodreads.com/book/show/2142266.Silences,316, Paperback,1978,less visited
Unwind,Neal Shusterman,Young Adult,"First published November 6, 2007",4.17,215925,20784,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1297677706i/764347.jpg,https://www.goodreads.com/book/show/764347.Unwind,337, Hardcover,2007,less visited
Rework,Jason Fried,Business,"First published November 2, 2010",3.97,160018,4812,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1391275636i/6732019.jpg,https://www.goodreads.com/book/show/6732019-rework,279, Hardcover,2010,less visited
House of Suns,Alastair Reynolds,Science Fiction,"First published April 17, 2008",4.23,25266,1462,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1447892903i/1126719.jpg,https://www.goodreads.com/book/show/1126719.House_of_Suns,512, Paperback,2008,less visited
Yargo,Jacqueline Susann,Science Fiction,"First published January 1, 1979",3.73,882,113,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1486586724i/238344.jpg,https://www.goodreads.com/book/show/238344.Yargo,347, Paperback,1979,less visited
Shot Down: The True Story of Pilot Howard Snyder and the Crew of the B-17 Susan Ruth,Steve Snyder,History,"First published August 15, 2014",4.21,8766,128,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1416874318i/22881898.jpg,https://www.goodreads.com/book/show/22881898-shot-down,376, Hardcover,2014,less visited
Pericles,William Shakespeare,Plays,"First published January 1, 1608",3.44,7518,614,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347947630i/104813.jpg,https://www.goodreads.com/book/show/104813.Pericles,247, Paperback,1608,less visited
Scout's Honor,Dori Ann Dupré,Fiction,"First published April 14, 2016",4.3,80,31,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1454653650i/28938376.jpg,https://www.goodreads.com/book/show/28938376-scout-s-honor,374, Paperback,2016,less visited
Seven Gothic Tales,Isak Dinesen,Short Stories,"First published January 1, 1934",3.89,3170,294,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348531032i/669305.jpg,https://www.goodreads.com/book/show/669305.Seven_Gothic_Tales,420, Paperback,1934,less visited
Cleopatra's Daughter,Michelle Moran,Historical Fiction,"First published September 15, 2009",4.11,28249,2555,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1449745007i/6340471.jpg,https://www.goodreads.com/book/show/6340471-cleopatra-s-daughter,429, Paperback,2009,less visited
An American Dream,Norman Mailer,Fiction,"First published January 1, 1965",3.45,3643,278,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320403641i/131793.jpg,https://www.goodreads.com/book/show/131793.An_American_Dream,288, Paperback,1965,less visited
"Hello Summer, Goodbye",Michael G. Coney,Science Fiction,"First published January 1, 1975",3.98,243,36,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1337443190i/1212830.jpg,https://www.goodreads.com/book/show/1212830.Hello_Summer_Goodbye,221, Hardcover,1975,less visited
Jack: A Life of C. S. Lewis,George Sayer,Biography,"First published June 1, 1988",4.09,2765,168,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1369822011i/30617.jpg,https://www.goodreads.com/book/show/30617.Jack,466, Paperback,1988,less visited
A Man Called Ove,Fredrik Backman,Fiction,"First published August 27, 2012",4.37,861723,92782,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1405259930i/18774964.jpg,https://www.goodreads.com/book/show/18774964-a-man-called-ove,337, Hardcover,2012,average visited
Things You Won't Say,Sarah Pekkanen,Fiction,"First published January 1, 2015",3.52,4428,417,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1424664102i/22609429.jpg,https://www.goodreads.com/book/show/22609429-things-you-won-t-say,352, Paperback,2015,less visited
Lesson Plans,Suzanne Greenberg,Fiction,"First published April 14, 2014",3.17,84,17,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1380496557i/18528055.jpg,https://www.goodreads.com/book/show/18528055-lesson-plans,272, Paperback,2014,less visited
I Heart New York,Lindsey Kelk,Chick Lit,"First published June 25, 2009",3.87,26816,1344,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1276963692i/6202661.jpg,https://www.goodreads.com/book/show/6202661-i-heart-new-york,307, Paperback,2009,less visited
Recipe for Disaster,Stacey Ballis,Chick Lit,"First published March 3, 2015",3.86,1204,143,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1406508127i/22571603.jpg,https://www.goodreads.com/book/show/22571603-recipe-for-disaster,466, Paperback,2015,less visited
Csardas,Diane Pearson,Historical Fiction,"First published January 1, 1975",4.17,1005,103,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1321299432i/309095.jpg,https://www.goodreads.com/book/show/309095.Csardas,576, Unknown Binding,1975,less visited
Nothing to Envy: Ordinary Lives in North Korea,Barbara Demick,Nonfiction,"First published December 29, 2009",4.44,79911,8692,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1529606621i/40604846.jpg,https://www.goodreads.com/book/show/40604846-nothing-to-envy,338, Kindle Edition,2009,less visited
The Ice Museum: In Search of the Lost Land of Thule,Joanna Kavenna,Travel,"First published February 2, 2006",3.6,240,44,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1309280241i/489285.jpg,https://www.goodreads.com/book/show/489285.The_Ice_Museum,304, Paperback,2006,less visited
Dying For Revenge,Barbara Golder,Mystery,"Published May 20, 2016",4.27,124,30,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1463716863i/30237909.jpg,https://www.goodreads.com/book/show/30237909-dying-for-revenge,368, Kindle Edition,2016,less visited
What I Learned Losing a Million Dollars,Jim Paul,Business,"First published January 1, 1994",3.88,4835,327,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1342329888i/1334384.jpg,https://www.goodreads.com/book/show/1334384.What_I_Learned_Losing_a_Million_Dollars,190, Hardcover,1994,less visited
His Excellency: George Washington,Joseph J. Ellis,History,"First published January 1, 2004",3.94,40346,1359,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386925509i/6462.jpg,https://www.goodreads.com/book/show/6462.His_Excellency,320, Paperback,2004,less visited
The Jungle Book,Rudyard Kipling,Classics,"First published January 1, 1894",3.91,116933,4361,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327873594i/77270.jpg,https://www.goodreads.com/book/show/77270.The_Jungle_Book,277, Paperback,1894,less visited
The Cost of Discipleship,Dietrich Bonhoeffer,Christian,"First published January 1, 1937",4.29,41837,1466,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348281510i/174834.jpg,https://www.goodreads.com/book/show/174834.The_Cost_of_Discipleship,320, Paperback,1937,less visited
A Door Into Ocean,Joan Slonczewski,Science Fiction,"First published February 1, 1986",3.98,2222,213,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1312029708i/121606.jpg,https://www.goodreads.com/book/show/121606.A_Door_Into_Ocean,403, Paperback,1986,less visited
"Black Feminist Thought: Knowledge, Consciousness, and the Politics of Empowerment",Patricia Hill Collins,Feminism,"First published January 1, 1990",4.4,5190,150,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388468213i/353598.jpg,https://www.goodreads.com/book/show/353598.Black_Feminist_Thought,336, Paperback,1990,less visited
